# cmd=test_unit args=NULL Mricom v0.1
# timestamp=2020-07-05 19:21:24.267856
TIME	RESP	PULSOX	ECG
0.60500	0.00290	0.07614	-0.00717
0.61000	0.00259	0.07614	-0.00748
0.61500	0.00290	0.07645	-0.00717
0.62000	0.00259	0.07584	-0.00748
0.62500	0.00229	0.07553	-0.00778
0.63000	0.00259	0.07584	-0.00778
0.63500	0.00290	0.07584	-0.00748
0.64000	0.00259	0.07675	-0.00748
0.64500	0.00259	0.07645	-0.00748
0.65000	0.00259	0.07614	-0.00778
0.65500	0.00290	0.07614	-0.00717
0.66000	0.00290	0.07614	-0.00748
0.66500	0.00259	0.07645	-0.00717
0.67000	0.00259	0.07614	-0.00778
0.67500	0.00290	0.07645	-0.00748
0.68000	0.00290	0.07645	-0.00748
0.68500	0.00259	0.07614	-0.00778
0.69000	0.00290	0.07614	-0.00778
0.69500	0.00290	0.07614	-0.00778
0.70000	0.00290	0.07645	-0.00748
0.70500	0.00259	0.07614	-0.00748
0.71000	0.00259	0.07645	-0.00717
0.71500	0.00290	0.07584	-0.00717
0.72000	0.00290	0.07645	-0.00748
0.72500	0.00290	0.07553	-0.00748
0.73000	0.00229	0.07553	-0.00748
0.73500	0.00320	0.07614	-0.00748
0.74000	0.00259	0.07614	-0.00748
0.74500	0.00259	0.07614	-0.00778
0.75000	0.00259	0.07614	-0.00748
0.75500	0.00351	0.07584	-0.00717
0.76000	0.00259	0.07645	-0.00717
0.76500	0.00259	0.07614	-0.00717
0.77000	0.00320	0.07614	-0.00748
0.77500	0.00290	0.07614	-0.00778
0.78000	0.00229	0.07584	-0.00717
0.78500	0.00259	0.07584	-0.00748
0.79000	0.00290	0.07614	-0.00748
0.79500	0.00259	0.07614	-0.00778
0.80000	0.00290	0.07614	-0.00778
0.80500	0.00259	0.07645	-0.00778
0.81000	0.00259	0.07614	-0.00748
0.81500	0.00259	0.07584	-0.00748
0.82000	0.00229	0.07614	-0.00778
0.82500	0.00320	0.07614	-0.00717
0.83000	0.00290	0.07645	-0.00778
0.83500	0.00259	0.07614	-0.00687
0.84000	0.00259	0.07614	-0.00778
0.84500	0.00259	0.07614	-0.00748
0.85000	0.00290	0.07584	-0.00717
0.85500	0.00290	0.07614	-0.00748
0.86000	0.00259	0.07614	-0.00748
0.86500	0.00259	0.07614	-0.00778
0.87000	0.00229	0.07584	-0.00778
0.87500	0.00290	0.07614	-0.00748
0.88000	0.00290	0.07614	-0.00748
0.88500	0.00290	0.07584	-0.00717
0.89000	0.00351	0.07584	-0.00717
0.89500	0.00229	0.07584	-0.00778
0.90000	0.00290	0.07614	-0.00687
0.90500	0.00259	0.07614	-0.00748
0.91000	0.00290	0.07614	-0.00748
0.91500	0.00290	0.07553	-0.00748
0.92000	0.00290	0.07614	-0.00748
0.92500	0.00320	0.07645	-0.00778
0.93000	0.00290	0.07645	-0.00748
0.93500	0.00351	0.07584	-0.00748
0.94000	0.00229	0.07614	-0.00717
0.94500	0.00259	0.07584	-0.00748
0.95000	0.00229	0.07584	-0.00748
0.95500	0.00320	0.07614	-0.00748
0.96000	0.00259	0.07645	-0.00778
0.96500	0.00290	0.07584	-0.00748
0.97000	0.00290	0.07584	-0.00717
0.97500	0.00259	0.07584	-0.00717
0.98000	0.00259	0.07614	-0.00778
0.98500	0.00259	0.07645	-0.00717
0.99000	0.00320	0.07614	-0.00778
0.99500	0.00290	0.07614	-0.00748
1.00000	0.00229	0.07584	-0.00748
1.00500	0.00290	0.07614	-0.00748
1.01000	0.00259	0.07614	-0.00717
1.01500	0.00290	0.07614	-0.00748
1.02000	0.00259	0.07614	-0.00748
1.02500	0.00259	0.07584	-0.00778
1.03000	0.00259	0.07614	-0.00748
1.03500	0.00320	0.07584	-0.00748
1.04000	0.00259	0.07645	-0.00748
1.04500	0.00229	0.07553	-0.00717
1.05000	0.00259	0.07645	-0.00717
1.05500	0.00290	0.07584	-0.00778
1.06000	0.00290	0.07645	-0.00748
1.06500	0.00290	0.07584	-0.00748
1.07000	0.00229	0.07614	-0.00778
1.07500	0.00259	0.07584	-0.00748
1.08000	0.00290	0.07614	-0.00778
1.08500	0.00259	0.07584	-0.00717
1.09000	0.00290	0.07584	-0.00748
1.09500	0.00259	0.07584	-0.00748
1.10000	0.00259	0.07645	-0.00778
1.10500	0.00229	0.07584	-0.00778
1.11000	0.00290	0.07584	-0.00717
1.11500	0.00290	0.07584	-0.00748
1.12000	0.00290	0.07584	-0.00717
1.12500	0.00290	0.07614	-0.00748
1.13000	0.00259	0.07614	-0.00748
1.13500	0.00290	0.07553	-0.00748
1.14000	0.00259	0.07584	-0.00748
1.14500	0.00290	0.07614	-0.00748
1.15000	0.00259	0.07645	-0.00778
1.15500	0.00229	0.07614	-0.00748
1.16000	0.00229	0.07584	-0.00717
1.16500	0.00259	0.07584	-0.00748
1.17000	0.00198	0.07584	-0.00717
1.17500	0.00320	0.07553	-0.00748
1.18000	0.00290	0.07614	-0.00687
1.18500	0.00259	0.07614	-0.00748
1.19000	0.00290	0.07614	-0.00748
1.19500	0.00290	0.07584	-0.00778
1.20000	0.00290	0.07584	-0.00748
1.20500	0.00290	0.07584	-0.00748
1.21000	0.00259	0.07645	-0.00748
1.21500	0.00290	0.07584	-0.00748
1.22000	0.00259	0.07553	-0.00748
1.22500	0.00229	0.07584	-0.00778
1.23000	0.00290	0.07614	-0.00748
1.23500	0.00259	0.07614	-0.00809
1.24000	0.00259	0.07614	-0.00748
1.24500	0.00259	0.07584	-0.00778
1.25000	0.00290	0.07553	-0.00748
1.25500	0.00290	0.07614	-0.00717
1.26000	0.00259	0.07614	-0.00748
1.26500	0.00259	0.07553	-0.00778
1.27000	0.00259	0.07614	-0.00809
1.27500	0.00229	0.07584	-0.00778
1.28000	0.00290	0.07584	-0.00809
1.28500	0.00229	0.07614	-0.00809
1.29000	0.00259	0.07614	-0.00778
1.29500	0.00290	0.07553	-0.00778
1.30000	0.00259	0.07645	-0.00809
1.30500	0.00290	0.07614	-0.00748
1.31000	0.00290	0.07614	-0.00748
1.31500	0.00229	0.07614	-0.00778
1.32000	0.00229	0.07614	-0.00748
1.32500	0.00259	0.07553	-0.00748
1.33000	0.00198	0.07614	-0.00748
1.33500	0.00290	0.07614	-0.00717
1.34000	0.00290	0.07553	-0.00717
1.34500	0.00229	0.07614	-0.00809
1.35000	0.00229	0.07584	-0.00748
1.35500	0.00290	0.07584	-0.00748
1.36000	0.00290	0.07553	-0.00687
1.36500	0.00229	0.07584	-0.00809
1.37000	0.00259	0.07584	-0.00748
1.37500	0.00290	0.07584	-0.00717
1.38000	0.00259	0.07614	-0.00778
1.38500	0.00229	0.07584	-0.00809
1.39000	0.00290	0.07553	-0.00748
1.39500	0.00259	0.07614	-0.00717
1.40000	0.00290	0.07614	-0.00748
1.40500	0.00198	0.07584	-0.00748
1.41000	0.00290	0.07584	-0.00687
1.41500	0.00290	0.07584	-0.00778
1.42000	0.00259	0.07645	-0.00778
1.42500	0.00259	0.07553	-0.00748
1.43000	0.00290	0.07614	-0.00748
1.43500	0.00351	0.07584	-0.00717
1.44000	0.00259	0.07584	-0.00717
1.44500	0.00229	0.07614	-0.00778
1.45000	0.00229	0.07584	-0.00748
1.45500	0.00259	0.07584	-0.00748
1.46000	0.00229	0.07584	-0.00717
1.46500	0.00290	0.07584	-0.00748
1.47000	0.00259	0.07614	-0.00778
1.47500	0.00290	0.07584	-0.00748
1.48000	0.00290	0.07553	-0.00778
1.48500	0.00259	0.07523	-0.00748
1.49000	0.00229	0.07614	-0.00748
1.49500	0.00229	0.07584	-0.00748
1.50000	0.00259	0.07614	-0.00717
1.50500	0.00290	0.07584	-0.00748
1.51000	0.00259	0.07614	-0.00717
1.51500	0.00229	0.07584	-0.00778
1.52000	0.00259	0.07584	-0.00748
1.52500	0.00290	0.07523	-0.00778
1.53000	0.00290	0.07584	-0.00748
1.53500	0.00229	0.07584	-0.00748
1.54000	0.00229	0.07584	-0.00778
1.54500	0.00259	0.07584	-0.00748
1.55000	0.00229	0.07614	-0.00748
1.55500	0.00259	0.07584	-0.00778
1.56000	0.00229	0.07614	-0.00748
1.56500	0.00259	0.07584	-0.00778
1.57000	0.00290	0.07584	-0.00748
1.57500	0.00229	0.07584	-0.00748
1.58000	0.00229	0.07553	-0.00717
1.58500	0.00320	0.07584	-0.00748
1.59000	0.00259	0.07553	-0.00748
1.59500	0.00320	0.07614	-0.00717
1.60000	0.00259	0.07614	-0.00748
1.60500	0.00259	0.07614	-0.00748
1.61000	0.00229	0.07614	-0.00748
1.61500	0.00259	0.07584	-0.00717
1.62000	0.00259	0.07614	-0.00748
1.62500	0.00259	0.07614	-0.00778
1.63000	0.00290	0.07584	-0.00748
1.63500	0.00229	0.07614	-0.00748
1.64000	0.00259	0.07584	-0.00748
1.64500	0.00290	0.07614	-0.00748
1.65000	0.00229	0.07584	-0.00748
1.65500	0.00198	0.07584	-0.00778
1.66000	0.00290	0.07614	-0.00748
1.66500	0.00259	0.07614	-0.00748
1.67000	0.00229	0.07584	-0.00778
1.67500	0.00259	0.07553	-0.00717
1.68000	0.00229	0.07584	-0.00748
1.68500	0.00229	0.07553	-0.00778
1.69000	0.00229	0.07614	-0.00748
1.69500	0.00229	0.07553	-0.00748
1.70000	0.00259	0.07645	-0.00717
1.70500	0.00259	0.07614	-0.00717
1.71000	0.00290	0.07584	-0.00778
1.71500	0.00229	0.07614	-0.00778
1.72000	0.00259	0.07584	-0.00717
1.72500	0.00229	0.07553	-0.00748
1.73000	0.00259	0.07584	-0.00748
1.73500	0.00229	0.07614	-0.00748
1.74000	0.00229	0.07614	-0.00748
1.74500	0.00259	0.07584	-0.00748
1.75000	0.00290	0.07614	-0.00778
1.75500	0.00259	0.07584	-0.00748
1.76000	0.00259	0.07614	-0.00778
1.76500	0.00198	0.07553	-0.00748
1.77000	0.00229	0.07553	-0.00748
1.77500	0.00290	0.07584	-0.00778
1.78000	0.00198	0.07614	-0.00717
1.78500	0.00290	0.07645	-0.00839
1.79000	0.00229	0.07553	-0.00748
1.79500	0.00259	0.07614	-0.00778
1.80000	0.00290	0.07584	-0.00778
1.80500	0.00229	0.07553	-0.00748
1.81000	0.00259	0.07614	-0.00778
1.81500	0.00290	0.07584	-0.00748
1.82000	0.00259	0.07614	-0.00717
1.82500	0.00229	0.07553	-0.00778
1.83000	0.00229	0.07584	-0.00809
1.83500	0.00259	0.07584	-0.00748
1.84000	0.00259	0.07584	-0.00809
1.84500	0.00229	0.07584	-0.00778
1.85000	0.00259	0.07553	-0.00748
1.85500	0.00259	0.07614	-0.00748
1.86000	0.00290	0.07675	-0.00748
1.86500	0.00290	0.07553	-0.00778
1.87000	0.00259	0.07553	-0.00748
1.87500	0.00259	0.07584	-0.00809
1.88000	0.00290	0.07584	-0.00748
1.88500	0.00229	0.07553	-0.00748
1.89000	0.00229	0.07584	-0.00748
1.89500	0.00259	0.07584	-0.00778
1.90000	0.00259	0.07584	-0.00778
1.90500	0.00259	0.07553	-0.00778
1.91000	0.00259	0.07614	-0.00748
1.91500	0.00290	0.07584	-0.00778
1.92000	0.00198	0.07584	-0.00778
1.92500	0.00229	0.07523	-0.00748
1.93000	0.00229	0.07553	-0.00778
1.93500	0.00259	0.07584	-0.00778
1.94000	0.00229	0.07553	-0.00778
1.94500	0.00229	0.07553	-0.00717
1.95000	0.00229	0.07553	-0.00748
1.95500	0.00229	0.07614	-0.00748
1.96000	0.00259	0.07584	-0.00748
1.96500	0.00198	0.07584	-0.00778
1.97000	0.00259	0.07614	-0.00778
1.97500	0.00290	0.07553	-0.00778
1.98000	0.00259	0.07584	-0.00778
1.98500	0.00259	0.07584	-0.00809
1.99000	0.00259	0.07553	-0.00778
1.99500	0.00290	0.07584	-0.00778
2.00000	0.00198	0.07553	-0.00778
2.00500	0.00229	0.07584	-0.00778
2.01000	0.00259	0.07584	-0.00778
2.01500	0.00198	0.07584	-0.00717
2.02000	0.00229	0.07584	-0.00778
2.02500	0.00229	0.07553	-0.00717
2.03000	0.00229	0.07584	-0.00748
2.03500	0.00229	0.07584	-0.00778
2.04000	0.00259	0.07584	-0.00778
2.04500	0.00259	0.07614	-0.00748
2.05000	0.00290	0.07553	-0.00778
2.05500	0.00229	0.07584	-0.00778
2.06000	0.00259	0.07584	-0.00748
2.06500	0.00229	0.07553	-0.00717
2.07000	0.00259	0.07553	-0.00778
2.07500	0.00198	0.07614	-0.00809
2.08000	0.00229	0.07584	-0.00717
2.08500	0.00229	0.07645	-0.00778
2.09000	0.00229	0.07553	-0.00748
2.09500	0.00259	0.07584	-0.00748
2.10000	0.00198	0.07584	-0.00778
2.10500	0.00259	0.07584	-0.00778
2.11000	0.00259	0.07584	-0.00778
2.11500	0.00259	0.07584	-0.00778
2.12000	0.00229	0.07584	-0.00778
2.12500	0.00259	0.07553	-0.00778
2.13000	0.00259	0.07553	-0.00778
2.13500	0.00229	0.07614	-0.00748
2.14000	0.00259	0.07584	-0.00748
2.14500	0.00229	0.07614	-0.00778
2.15000	0.00229	0.07584	-0.00778
2.15500	0.00259	0.07584	-0.00778
2.16000	0.00259	0.07553	-0.00748
2.16500	0.00198	0.07553	-0.00778
2.17000	0.00229	0.07584	-0.00778
2.17500	0.00259	0.07584	-0.00748
2.18000	0.00198	0.07614	-0.00778
2.18500	0.00259	0.07584	-0.00717
2.19000	0.00259	0.07553	-0.00778
2.19500	0.00229	0.07584	-0.00778
2.20000	0.00229	0.07584	-0.00748
2.20500	0.00259	0.07614	-0.00778
2.21000	0.00229	0.07584	-0.00778
2.21500	0.00229	0.07553	-0.00748
2.22000	0.00229	0.07553	-0.00748
2.22500	0.00229	0.07553	-0.00748
2.23000	0.00229	0.07523	-0.00839
2.23500	0.00259	0.07584	-0.00778
2.24000	0.00259	0.07584	-0.00748
2.24500	0.00229	0.07584	-0.00748
2.25000	0.00229	0.07584	-0.00748
2.25500	0.00259	0.07584	-0.00748
2.26000	0.00229	0.07553	-0.00809
2.26500	0.00259	0.07645	-0.00717
2.27000	0.00259	0.07553	-0.00748
2.27500	0.00198	0.07553	-0.00778
2.28000	0.00198	0.07584	-0.00778
2.28500	0.00229	0.07584	-0.00778
2.29000	0.00229	0.07614	-0.00809
2.29500	0.00259	0.07584	-0.00778
2.30000	0.00229	0.07553	-0.00778
2.30500	0.00229	0.07584	-0.00778
2.31000	0.00229	0.07584	-0.00748
2.31500	0.00198	0.07553	-0.00778
2.32000	0.00229	0.07584	-0.00748
2.32500	0.00259	0.07584	-0.00778
2.33000	0.00198	0.07614	-0.00778
2.33500	0.00198	0.07553	-0.00778
2.34000	0.00259	0.07584	-0.00748
2.34500	0.00229	0.07553	-0.00809
2.35000	0.00229	0.07584	-0.00778
2.35500	0.00290	0.07553	-0.00778
2.36000	0.00229	0.07553	-0.00778
2.36500	0.00198	0.07584	-0.00809
2.37000	0.00198	0.07553	-0.00809
2.37500	0.00259	0.07584	-0.00778
2.38000	0.00259	0.07614	-0.00809
2.38500	0.00290	0.07553	-0.00748
2.39000	0.00229	0.07523	-0.00809
2.39500	0.00259	0.07553	-0.00748
2.40000	0.00229	0.07553	-0.00778
2.40500	0.00259	0.07584	-0.00778
2.41000	0.00229	0.07614	-0.00748
2.41500	0.00229	0.07614	-0.00778
2.42000	0.00229	0.07584	-0.00778
2.42500	0.00259	0.07553	-0.00778
2.43000	0.00198	0.07584	-0.00748
2.43500	0.00229	0.07614	-0.00809
2.44000	0.00259	0.07584	-0.00778
2.44500	0.00229	0.07584	-0.00778
2.45000	0.00198	0.07584	-0.00809
2.45500	0.00259	0.07553	-0.00748
2.46000	0.00259	0.07553	-0.00778
2.46500	0.00229	0.07584	-0.00748
2.47000	0.00229	0.07614	-0.00778
2.47500	0.00259	0.07584	-0.00778
2.48000	0.00229	0.07523	-0.00748
2.48500	0.00229	0.07584	-0.00839
2.49000	0.00198	0.07553	-0.00778
2.49500	0.00259	0.07614	-0.00778
2.50000	0.00229	0.07584	-0.00778
2.50500	0.00259	0.07584	-0.00748
2.51000	0.00259	0.07492	-0.00809
2.51500	0.00259	0.07584	-0.00778
2.52000	0.00198	0.07553	-0.00778
2.52500	0.00229	0.07584	-0.00778
2.53000	0.00259	0.07553	-0.00809
2.53500	0.00229	0.07584	-0.00778
2.54000	0.00229	0.07584	-0.00778
2.54500	0.00229	0.07584	-0.00748
2.55000	0.00259	0.07584	-0.00778
2.55500	0.00259	0.07584	-0.00748
2.56000	0.00198	0.07584	-0.00748
2.56500	0.00229	0.07584	-0.00809
2.57000	0.00229	0.07553	-0.00778
2.57500	0.00198	0.07553	-0.00748
2.58000	0.00229	0.07553	-0.00839
2.58500	0.00229	0.07553	-0.00748
2.59000	0.00259	0.07614	-0.00778
2.59500	0.00259	0.07553	-0.00778
2.60000	0.00259	0.07584	-0.00748
2.60500	0.00259	0.07553	-0.00778
2.61000	0.00229	0.07553	-0.00778
2.61500	0.00198	0.07584	-0.00809
2.62000	0.00198	0.07584	-0.00778
2.62500	0.00229	0.07553	-0.00809
2.63000	0.00229	0.07584	-0.00778
2.63500	0.00168	0.07553	-0.00748
2.64000	0.00229	0.07553	-0.00778
2.64500	0.00259	0.07584	-0.00778
2.65000	0.00198	0.07553	-0.00748
2.65500	0.00259	0.07584	-0.00748
2.66000	0.00229	0.07553	-0.00809
2.66500	0.00259	0.07553	-0.00778
2.67000	0.00229	0.07553	-0.00778
2.67500	0.00198	0.07523	-0.00717
2.68000	0.00229	0.07584	-0.00778
2.68500	0.00229	0.07553	-0.00809
2.69000	0.00259	0.07553	-0.00809
2.69500	0.00259	0.07553	-0.00778
2.70000	0.00198	0.07584	-0.00748
2.70500	0.00229	0.07553	-0.00809
2.71000	0.00229	0.07553	-0.00778
2.71500	0.00259	0.07614	-0.00778
2.72000	0.00229	0.07553	-0.00778
2.72500	0.00229	0.07553	-0.00778
2.73000	0.00229	0.07553	-0.00809
2.73500	0.00259	0.07614	-0.00748
2.74000	0.00229	0.07553	-0.00778
2.74500	0.00168	0.07584	-0.00809
2.75000	0.00229	0.07584	-0.00748
2.75500	0.00229	0.07614	-0.00778
2.76000	0.00259	0.07584	-0.00809
2.76500	0.00198	0.07553	-0.00839
2.77000	0.00229	0.07553	-0.00809
2.77500	0.00229	0.07553	-0.00778
2.78000	0.00229	0.07553	-0.00778
2.78500	0.00229	0.07553	-0.00778
2.79000	0.00229	0.07553	-0.00778
2.79500	0.00229	0.07553	-0.00809
2.80000	0.00229	0.07584	-0.00778
2.80500	0.00229	0.07553	-0.00748
2.81000	0.00229	0.07523	-0.00809
2.81500	0.00229	0.07553	-0.00809
2.82000	0.00229	0.07553	-0.00748
2.82500	0.00259	0.07523	-0.00778
2.83000	0.00198	0.07584	-0.00778
2.83500	0.00229	0.07584	-0.00809
2.84000	0.00229	0.07553	-0.00748
2.84500	0.00229	0.07553	-0.00778
2.85000	0.00259	0.07553	-0.00778
2.85500	0.00229	0.07584	-0.00809
2.86000	0.00259	0.07553	-0.00778
2.86500	0.00198	0.07584	-0.00839
2.87000	0.00198	0.07553	-0.00809
2.87500	0.00259	0.07614	-0.00778
2.88000	0.00259	0.07553	-0.00748
2.88500	0.00229	0.07584	-0.00748
2.89000	0.00229	0.07553	-0.00748
2.89500	0.00229	0.07614	-0.00778
2.90000	0.00259	0.07553	-0.00748
2.90500	0.00259	0.07614	-0.00809
2.91000	0.00229	0.07584	-0.00778
2.91500	0.00198	0.07614	-0.00748
2.92000	0.00229	0.07523	-0.00778
2.92500	0.00198	0.07523	-0.00778
2.93000	0.00229	0.07553	-0.00839
2.93500	0.00229	0.07553	-0.00778
2.94000	0.00198	0.07584	-0.00748
2.94500	0.00229	0.07523	-0.00809
2.95000	0.00259	0.07584	-0.00717
2.95500	0.00198	0.07553	-0.00778
2.96000	0.00229	0.07553	-0.00809
2.96500	0.00229	0.07553	-0.00748
2.97000	0.00198	0.07584	-0.00748
2.97500	0.00229	0.07584	-0.00809
2.98000	0.00229	0.07523	-0.00778
2.98500	0.00229	0.07523	-0.00778
2.99000	0.00259	0.07553	-0.00778
2.99500	0.00259	0.07553	-0.00748
3.00000	0.00229	0.07584	-0.00809
3.00500	0.00198	0.07584	-0.00778
3.01000	0.00259	0.07492	-0.00748
3.01500	0.00229	0.07614	-0.00778
3.02000	0.00198	0.07523	-0.00809
3.02500	0.00229	0.07584	-0.00748
3.03000	0.00259	0.07584	-0.00809
3.03500	0.00229	0.07553	-0.00778
3.04000	0.00229	0.07584	-0.00809
3.04500	0.00229	0.07553	-0.00778
3.05000	0.00259	0.07584	-0.00778
3.05500	0.00229	0.07553	-0.00778
3.06000	0.00229	0.07614	-0.00778
3.06500	0.00259	0.07523	-0.00839
3.07000	0.00229	0.07553	-0.00778
3.07500	0.00168	0.07553	-0.00778
3.08000	0.00229	0.07584	-0.00778
3.08500	0.00229	0.07553	-0.00778
3.09000	0.00198	0.07492	-0.00809
3.09500	0.00229	0.07523	-0.00809
3.10000	0.00229	0.07553	-0.00778
3.10500	0.00198	0.07523	-0.00748
3.11000	0.00229	0.07523	-0.00778
3.11500	0.00259	0.07553	-0.00778
3.12000	0.00229	0.07553	-0.00809
3.12500	0.00259	0.07584	-0.00778
3.13000	0.00229	0.07523	-0.00778
3.13500	0.00259	0.07584	-0.00778
3.14000	0.00259	0.07553	-0.00809
3.14500	0.00198	0.07553	-0.00809
3.15000	0.00198	0.07584	-0.00778
3.15500	0.00259	0.07584	-0.00748
3.16000	0.00198	0.07584	-0.00778
3.16500	0.00198	0.07553	-0.00778
3.17000	0.00229	0.07523	-0.00809
3.17500	0.00229	0.07584	-0.00809
3.18000	0.00198	0.07553	-0.00778
3.18500	0.00259	0.07553	-0.00809
3.19000	0.00229	0.07584	-0.00809
3.19500	0.00229	0.07584	-0.00778
3.20000	0.00229	0.07553	-0.00778
3.20500	0.00229	0.07584	-0.00809
3.21000	0.00229	0.07523	-0.00809
3.21500	0.00168	0.07584	-0.00748
3.22000	0.00229	0.07523	-0.00748
3.22500	0.00290	0.07553	-0.00778
3.23000	0.00229	0.07584	-0.00778
3.23500	0.00229	0.07553	-0.00809
3.24000	0.00290	0.07584	-0.00778
3.24500	0.00259	0.07584	-0.00778
3.25000	0.00229	0.07523	-0.00778
3.25500	0.00229	0.07553	-0.00809
3.26000	0.00198	0.07553	-0.00778
3.26500	0.00198	0.07584	-0.00748
3.27000	0.00198	0.07614	-0.00839
3.27500	0.00229	0.07584	-0.00809
3.28000	0.00198	0.07553	-0.00809
3.28500	0.00198	0.07553	-0.00778
3.29000	0.00198	0.07553	-0.00839
3.29500	0.00229	0.07584	-0.00778
